Paragraph_ID,Doc_ID,Country,Year,Document_Name,text
139,3,UK,2023,National Quantum Strategy,•Agile enough to move quickly with technological development
140,3,UK,2023,National Quantum Strategy,•Simple to understand and inexpensive to implement
141,3,UK,2023,National Quantum Strategy,"•Where possible, co-designed with industry"
142,3,UK,2023,National Quantum Strategy,•Focussed on innovation and industry-needs
143,3,UK,2023,National Quantum Strategy,•Champion the transparent and ethical use of quantum technologies.
144,3,UK,2023,National Quantum Strategy,"There is an important opportunity for the UK to be at the forefront of quantum regulation and lead the way in trialling quantum technologies.  We also have a key role to play in leading the international ethical and regulatory debate to ensure that regulation supports growth, the ethical use of quantum technologies and the UK’s wider interests.   World Economic Forum Global Future Council  The WEF Global Future Councils network brings together global experts to discuss critical issues, generate insights and analysis, and collaborate in shaping agendas. In 2022, it published Quantum Computing Governance Principles for the responsible design and adoption of quantum computing for the benefit of society. These principles provide a taxonomy to help inform stakeholders and the broader public about the areas that quantum computing will have an impact and the opportunities and challenges that arise therewith.  We will:  •Ensure that future UK regulation of quantum technologies supports innovation, businessgrowth and the ethical use of quantum technologies across the UK economy."
145,3,UK,2023,National Quantum Strategy,"•Lead the way in trialling quantum technologies in the UK, through establishingregulatory testbeds and sandboxes."
146,3,UK,2023,National Quantum Strategy,"•Play a leading role, with like-minded partners around the world, to shape internationalnorms and standards relating to quantum technologies including those developed bymultilateral bodies."
147,3,UK,2023,National Quantum Strategy,"•Play an active role in the World Trade Organisation, the World Economic Forum, theG7, the G20, OECD, NATO, the Council of Europe, the Commonwealth and the UN,including utilising the UK seat on the International Telecommunications Union (ITU) toensure that quantum regulation supports UK business and innovation, that the UK’swider prosperity, security and defence interests are represented and that we continue touphold the UK’s values including those on human rights."
148,3,UK,2023,National Quantum Strategy,•Commission the Regulatory Horizons Council to undertake a regulatory review ofQuantum Technology applications. This will lead to the development of a workprogramme to guide the evolution of proportionate and pro-innovation regulation for thesector.
149,3,UK,2023,National Quantum Strategy,"Protecting the UK sector to support growth  Whilst the government has an objective to support the growth of the quantum sector which is anticipated to lead to many benefits for society, the economy and national security, it also has a responsibility to ensure that the use of these technologies does not lead to harm or present a threat to the UK. The strength of the UK quantum sector attracts interest from hostile states who seek to develop their own capabilities or undermine ours. We continue to welcome trade and investment while ensuring that we protect the UK effectively from malicious practices which could have a damaging impact on our security and prosperity."
150,3,UK,2023,National Quantum Strategy,"We have put in place measures such as the National Security Investment Act 2021, export controls, responsible research programmes, grant agreements and advice on IP protection to help companies and academic institutions to protect themselves from hostile actors who may seek to exploit their technology or knowledge. These measures are designed to support UK companies and research institutions to engage safely with investors, businesses and academics around the world, supporting future scientific advancements in quantum and enabling the continued growth of the sector.    We will:  •Work with our trusted allies to continue to monitor and review the impacts of currentcontrols on the sector and any future changes to regulation, including the NSI Act,export control regimes, working multilaterally to anticipate future impacts and ensurethat regulation aligns with prosperity and security goals."
151,3,UK,2023,National Quantum Strategy,"•Provide guidance to quantum businesses and researchers on how to work safely withothers and how protect their work and intellectual property, including against cyberthreats."
152,3,UK,2023,National Quantum Strategy,"Key regulatory frameworks  Government guidance for academia (“Trusted Research”) and industry ( “Secure Innovation”), as well as wider advice1 is available through NPSA and NCSC. They seek to support the sector in navigating nuanced risks around state threats and the risks to collaboration, through a better understanding of due diligence on partners, identification of high-risk research or organisational key assets alongside appropriate security governance and risk management, which allows those organisations to make risk-based decisions about how to balance security with opportunity. This includes advice on undertaking security audits and mitigations with accredited risk consultants.  The Academic Technology Approval Scheme (ATAS)  ATAS applies to all international students and researchers (apart from exempt nationalities) who are subject to UK immigration control and are intending to study or research at postgraduate level in certain sensitive subjects.  The subjects and research areas are those where knowledge could be used in programmes to develop Advanced Conventional Military Technology (ACMT), weapons of mass destruction (WMDs) or their means of delivery. Researchers and students in these sensitive subjects must apply for an Academic Technology Approval Scheme (ATAS) certificate before they can study or start research in the UK.  The National Security and Investment Act (NSIA) (2021)  The NSIA came into force on 4 January 2022, and gives the government powers to scrutinise and intervene in business acquisitions, such as takeovers, that may pose national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable national security risks. It gives businesses and investors a clear and predictable  Export Controls  The UK’s export control regime, delivered by the ECJU, provides a consolidated framework to ensure that UK exports allow UK business to prosper without posing a threat to national security or violating our international commitments to non-proliferation, as agreed through treaty or multilateral export control groups such as the Wassenaar Arrangement. As is often the case for less mature developing technologies, there are few specific controls targeting quantum technologies themselves or the goods designed for research and development of such technologies. It is possible new controls may be introduced in the future as the technologies mature and their impacts are understood.  Mitigating the risks associated with quantum  As with any new technology, risks associated with the use of quantum technologies will continue to emerge. One of the most well documented is the risk quantum computing will pose to national cyber security in the future by threatening the security of much of the existing public-key cryptography, upon which the information sharing and trust mechanisms of most modern systems depend.   The National Cyber Security Centre (NCSC) is the UK’s authority for cyber security and cryptography and has published guidance on the transition to quantum-safe cryptography, which is the recommended mitigation against this threat once products become available.  In terms of Government’s own preparedness, mitigations have already been put in place for critical information and services.  NCSC will continue to give bespoke advice to each sector through its resilience teams, and general advice on quantum-safe cryptography via its website. More detailed guidance for quantum-safe cryptography algorithms will follow the outcome of the NIST process, recommending specific algorithms for representative use cases.  NCSC’s guidance for mitigating the risks from quantum computing is set out within the White Paper “Preparing for Quantum Safe Cryptography”.  NCSC’s position is that robust and secure transition will take time to plan and deliver, and there is risk in beginning transition to quantum-safe cryptography before standards-compliant products are available.  NCSC works with international partners to ensure our plans and guidance for transition to quantum-safe cryptography are aligned.  There are actions organisations can and should take now to manage that risk.  Any organisation that manages their own cryptographic infrastructure should factor quantum-safe transition into their long-term plans and conduct investigatory work to identify which of their systems will be high priority for transition once standards-compliant implementations exist. Priority systems could be those that process sensitive personal data, or the parts of the public-key infrastructure that have certificate expiry dates far into the future and would be hardest to replace.  Technical Standards  The importance of standards is growing with the increasing globalisation of commerce, the emergence of new technologies and the need for interoperability. As technology progresses from initial research to prototype and product development technical standards become increasingly important, for example by supporting the consistent measurement of technology performance.  Different types of standards activity will be relevant at different levels of maturity: from identifying critical measurements and taxonomies as part of basic research, to the metrics and benchmarking of prototypes, and the interoperability and certification of commercial quantum products. Different quantum technologies are likely to mature at different rates.  While supporting the development of standards will be important to advancing open technological development, interoperability and trade, these activities need to take place at the right time to avoid stifling innovation by setting boundaries and requirements too early in the process. There is also a need to mitigate the risks of standards being developed by those who do not share our values and in a way that does not support the UK economy. Engagement with key stakeholders and experts in specific areas of quantum technology research and innovation will be critical to Government developing an understanding of this balance.  There are a number of early quantum standardisation activities taking place globally with significant focus on quantum safe cryptography and QKD, with UK leadership in these areas. Standards development organisations with activity on quantum technology include: International Organization for Standardization (ISO); International Electrotechnical Commission (IEC); International Telecommunication Union (ITU); Internet Engineering Task Force (IETF); the European Telecommunications Standards Institute (ETSI);  and the Institute of Electrical and Electronics Engineers (IEEE).  We will:  •Work through relevant global bodies to ensure that global quantum technical standardspromote our prosperity and security interests, including accelerating commercialisationof quantum technologies and supporting the sector here in the UK"
153,3,UK,2023,National Quantum Strategy,"•Work with key partners (e.g. the British Standards Institute, the National PhysicalLaboratory and MOD) to scope and identify the best approach to coordinating nationalengagement in priority areas of quantum technical standards development.  Relevant industry, and academia will be engaged in these efforts to track priority standards activity, raise stakeholder awareness and develop roadmaps to support UK engagement with quantum standards development."
154,3,UK,2023,National Quantum Strategy,"Existing UK governance of quantum technical standards  Quantum computing, quantum communications, quantum imaging and quantum sensors and timing are at different stages of standardisation activity and spread across several different International Standards Development Organisations (SDOs). The National Physical Laboratory (NPL) has raised awareness of relevant standards activity amongst the Research Hubs, and has initiated engagement with the National Institute of Standards and Technology (NIST) in the US.  The British Standards Institute (BSI) coordinates UK engagement in quantum standards activity at ISO/IEC and at the European level in CEN/CENELEC. A BSI committee for quantum standards was established with NPL support in March 2021. So far its main activity has been to mirror and contribute to ISO/IEC/JTC 1/WG 14, Quantum Computing, and to the CEN/CENELEC Focus Group on Quantum Technologies (FGQT).  Within government DSIT is responsible for quantum technology policy and for policy on digital technical standards, which includes standards for quantum and related technologies such as AI and telecommunications. Standards oversight and leadership will be provided by DSIT through partnership with NPL and BSI, bringing in other key organisations such as NCSC and NQCC in their particular fields.  Assurance of quantum technologies  Users of quantum technologies and other emerging technologies require some confirmation of the reliability, cost effectiveness, safety and security of the products or services that they want to acquire. Testing and evaluation as well as wider assurance plays a critical role in demonstrating that the technologies do what they say they will.   It is too early in the development pathway of many quantum technologies to establish full assurance frameworks for their use, however extensive work has been undertaken at NPL and elsewhere to develop effective testing and evaluation techniques, working with industry through ISCF Quantum Challenge projects and their Quantum Testing and Evaluation (QTE) Programme. This will stand them in good stead for the development of future frameworks.   The NQCC and the National Physical Laboratory (NPL) are also working to develop open standards that build on benchmarking tools commissioned by the NQCC to enable comparisons to be drawn between competing quantum platforms. NPL and NQCC will develop an assurance and benchmarking programme of work to sit alongside the standards roadmap.  Security assurance is as important as performance assurance to provide users with the confidence to invest in or adopt these technologies. As such, good security principles established by NCSC and set out in the Cyber Security Strategy 2022 should be adhered to and security must be seen as an enabler rather than an inhibitor or commercial success. By reducing cyber risks in their interactions with other businesses or users via the cloud, as well as ensuring quantum technologies are secure by design, quantum companies can maximise the economic benefits associated with quantum technologies. As set out in the Cyber Security Strategy, NCSC will work with the National Quantum Technologies Programme to develop a security model for quantum computers, which will help companies to design secure architectures, building on the Digital Security by Design programme and will continue to offer guidance to quantum companies to help them to operate safely on the cloud."
155,3,UK,2023,National Quantum Strategy,"The Quantum Metrology Institute at the National Physical Laboratory  The Quantum Metrology Institute (QMI) at NPL was established in 2015 as part of the first phase of the National Quantum Technologies Programme. The QMI brings together all NPL’s capabilities in science, metrology and major facilities relevant to the understanding, development and test of quantum technologies. The QMI is a national capability for test and evaluation, accelerating the commercialisation of quantum technologies.  NPL teams work in collaboration with industry and academic partners across the country focused on multiple scientific areas including quantum clocks, quantum communications, quantum computing, quantum sensors and quantum materials. Facilities are available to test and characterise materials, components and systems from the full range of technology areas.  NPL offers schemes for industry to access these facilities and opportunities to collaborate with NPL scientists and engineers to address barriers to innovation, reliability and scaling of quantum systems.  To expand these national capabilities in support of the quantum economy, a new facility – the Advanced Quantum Metrology Laboratory (AQML) – has been constructed on the NPL Teddington site. The AQML will give NPL even greater capacity to support the UK in the successful commercialisation and adoption of quantum technologies Conclusion  The potential benefits and opportunities of quantum technologies are vast and will offer advantages to the UK in meeting our economic, security, climate, health and societal aims. We are in a strong position to be a world-leading quantum nation, but we must continue to be bold and ambitious in our approach if we are to capitalise on our strengths and bolster our position in the global race.   This strategy set out our deep long-term commitment to quantum technologies in the UK and the actions we will take to build on our advantages across a broad range of quantum technologies.   To conclude, we will ensure that the UK is a leading quantum nation, building on the years of investment and progress already made in the vibrant UK quantum ecosystem. We will invest – at scale and over the long-term – in the cutting-edge science and the people who will deliver our success. We will support our quantum businesses who are driving the commercialisation of the technology and ensuring that the ideas and knowledge are translated into products and services that can be used across the economy to deliver benefits to all our citizens. We will work internationally to share and increase knowledge, build secure supply chains and collaborate on the most pro-innovation and ethical global governance and regulation of quantum technologies.  In the words of the Secretary of State for Science, Innovation and Technology, ‘We will make the UK the home for cutting-edge scientific breakthroughs, the best place in the world to start and grow a quantum business, a leading voice in the international quantum and tech community, and a magnet for international quantum talent.’  At this relatively early stage in the development of quantum technologies, our approach is to strengthen the entire quantum ecosystem, by applying all the levers that the government has available. As the technology matures, and the successful technical solutions in particular areas become clearer, our programme might need to change and become more tailored. Engaging with the UK quantum community to understand what is working, and how the support needs to adapt, will be an essential part of our approach. We will consult widely on the design of the future programme.   Implementation  To achieve this ambitious programme of work we will bring a rigorous approach to implementation and delivery. This will be a collaborative effort across Government, academia and industry, and with our international partners. A new Office for Quantum will be the engine of our ambition, based in DSIT but integrating knowledge and expertise from across the community and will:"
156,3,UK,2023,National Quantum Strategy,"•Report progress on delivery to the National Science and Technology Council, chaired bythe Prime Minister, given quantum’s strategic importance. This continued engagementat the most senior levels of government is required to maintain long-term momentum,respond to new developments, and ensure join-up with other priority technologies."
157,3,UK,2023,National Quantum Strategy,"•Establish a new strategy programme board, composed of the lead delivery departmentsto govern the implementation of this strategy, and ensure that the full range ofgovernment levers, across public investment in R&D, trade, diplomacy, working withprivate companies and investors, public procurement, programmes and grants, anddefence and security expertise, are brought to bear."
158,3,UK,2023,National Quantum Strategy,"•Publish an annual report on progress made on the implementation of the strategy,priority actions, and a long-term vision for the sector that will need to be revisited as itrapidly takes shape. This will incorporate external input and challenge will ensure theimplementation of this strategy is informed by industrial, academic and technicalexpertise."
159,3,UK,2023,National Quantum Strategy,"•Broaden and deepen the current independent advisory structures to enable them toadvise the government on strategy implementation. The remit and membership of theQuantum Strategic Advisory Board will be expanded to cover quantum strategyimplementation across all of the goals, not just the R&D programme."
160,3,UK,2023,National Quantum Strategy,"•Work closely with UKQuantum, as representatives of the UK quantum industries sector,and other key industry and professional bodies such as the Institute of Physics, theRoyal Academy of Engineering, the Institute of Engineering and Technology andTechUK to make sure that industry views are understood and taken into account."
161,3,UK,2023,National Quantum Strategy,"Summary of Actions  Vision: For the UK to be a world leading quantum-enabled economy by 2033, building on scientific excellence and a thriving quantum sector to ensure that quantum technologies are an integral part of the UK’s digital infrastructure and advanced manufacturing base, driving growth and helping to build a strong and resilient economy and society.    Goal 1: Ensure the UK is home to world-leading quantum science and engineering, growing UK knowledge and skills    Research & Development    We will establish a new and ambitious ten-year £2.5 billion quantum research and innovation programme from 2024-2034, to be developed in full consultation with our partners across Government, most notably UK Research and Innovation, independent expert advisors and with industry.     In the next year make new investments in new National Quantum Research Hubs, two short-term quantum missions focussed on achieving key technological milestones around quantum computing and PNT, quantum fellowships and doctoral training, government procurement of quantum technologies for public use, acceleration activities, working with the sector on collaborative R&D in quantum networking and increased activities through the National Quantum Computing Centre.    Skills    More than double the number of Centres for Doctoral Training focused on Quantum Technologies. This will contribute to training over 1,000 PhD students in quantum or a directly supporting field over the next ten years. Ensure the UK can continue to attract, develop and retain world leading experts by investing in tailored packages, such as fellowships for the brightest researchers. We will start with an investment of £25m over the next two years to increase quantum-related fellowships and doctoral training. We will continue to increase this over the new ten-year programme.     Ensure the UK can continue to attract, develop and retain world leading experts by investing in tailored packages, such as fellowships for the brightest researchers. We will start with an investment of £15m over the next two years to increase the number of quantum-related fellowships    Establish the Quantum Skills Taskforce, bringing together industry, academia, and professional societies with the relevant government agencies to ensure that the quantum skills system is guided by the needs of our most promising companies. We will work further with these groups to develop and publish a skills action plan within the next 12 months.     Develop a range of measures to inspire the next generation of quantum scientists, engineers, and technicians. We will fund an expansion of STEM Learning’s Quantum Ambassador schools outreach programme, launch a further series of domestic and international summer schools and research exchanges, and develop both a quantum industry placement scheme and a quantum apprenticeships programme.     Support global quantum talent moving to the UK through the enhanced visa routes for highly-skilled individuals.    Deliver a quantum priority stream in the UK Global Talent Network.    Engage with UK professional bodies including the Institution of Engineering & Technology (IET) and the Institute of Physics (IoP) to develop awareness, skills and recognition of continuing professional development and careers in support of the quantum sector    Broaden activities such as the NPL Apprenticeship scheme in order to train more skilled technicians in the UK for the UK quantum sector, aligning with wider government objectives to strengthen technical training in the UK    International    Expand our partnerships through a comprehensive programme of bilateral arrangements with leading quantum nations, working with the UK’s global Science and Innovation Network, and considering the priorities and outcomes set in the UK International Tech Strategy.    Engage with other leading quantum nations to exchange knowledge on quantum programmes, developments, regulation and security.    Increase our global networks through open calls on collaborative research.    Provide additional funding for international collaboration through the new International Science Partnerships Fund    Demonstrate UK leadership in international standards fora, optimising the conditions for UK companies and creating standards that are compatible with our norms and values.    Goal 2: Support business, making the UK the go-to place for quantum businesses and an integral part of the global supply chain, as well as a preferred location for investors and global talent    Launch missions for Quantum Computing and PNT that will include enabling activities to support commercialisation and user adoption in these technology areas    Develop new acceleration programmes for quantum technologies that will support the sector in capitalising on market opportunities. We will start with an additional £20M over the next two years to fund an accelerator for quantum networking, a collaborative programme with industry.    Launch a new round of industry-led innovation funding opportunities under the new ten-year programme    Work with industry to undertake feasibility studies on key infrastructure and programme requirements to enable the future benefits associated with quantum technologies to be better understood and realised, starting with quantum communications.    Commission the Royal Academy of Engineering to undertake an independent infrastructure review by the end of 2023 to map the UK’s quantum infrastructure and the sector’s infrastructure requirements for the next decade against those of other key UK sectors (such as semiconductors, photonics or space), including for fabrication facilities.     Open-up access to the facilities of participating partners across industry, RTOs, universities, and government-owned facilities for test, problem-solving, and performance demonstration.     Produce a directory of existing infrastructure accessible to industry across the UK and explore the quantum industry’s requirements for additional infrastructure over the next decade.     Work through the National Quantum Computing Centre to negotiate access to quantum computing resources across a range of platforms for wider research and the quantum industry, providing a front door for those businesses looking to engage with the quantum community and explore use cases.  We will provide an additional £20M over the next two years to boost the work of the NQCC.    Create a quantum business growth directory outlining the support offer for quantum companies to help them to flourish by taking advantage of the existing schemes available for innovative businesses, including helping to protect their intellectual property.    Work with key organisations such as UKQuantum and techUK and parts of government to develop promotional material targeted at critical user sectors for dissemination nationally and internationally, as well as to deliver a targeted global opportunities campaign, working with global partners to promote the UK sector overseas, build trade opportunities and open-up investment and collaboration opportunities for UK companies.     Work with international partners to consider future security of supply and facilitate the growth of a trusted global supply chain for the sector, benefiting the growth of the UK ecosystem as well as those of our partner nations.   Build programmes and investment opportunities that attract quantum companies from overseas. We will proactively support quantum businesses that want to come to the UK, working with the Department for Business and Trade.    Goal 3: Drive the use of quantum technologies in the UK to deliver benefits for the economy, society and for national security    Raise awareness of the opportunities associated with their use through sector specific engagement and showcasing, as well as demonstration activities through the R&D programme.    Accelerate the recently launched NQCC SparQ Applications Discovery programme, with specific workstreams dedicated to use case exploration, testing, and upskilling within the public, defence, aerospace, and healthcare sectors.     Expand the NQCC’s ability to act as a first customer on Government’s behalf by procuring prototype platforms and access to compute to accelerate the growth of the sector and enable sectors and government users to explore use cases.    Dedicate at least a quarter of the NQCC’s access to computing platforms and associated research programmes towards exploring critical applications of societal benefit, such as realising the advantages from personalised medicine, understanding the causes of dementia or improving battery efficiency. This will be delivered by working with leading UK centres such as the Crick Institute or Faraday Institution.    Deliver tech missions focussed on achieving societal benefits and commercial value, starting with two missions (accelerating quantum technologies for resilient capabilities in Position Navigation & Timing (PNT), and demonstrating the advantage of quantum computing). We will consult with the community and key industries both domestically and internationally to continue this work by developing a set of longer-term missions over the coming year.    Work with relevant leads across government to agree sector or tech specific action plans to better articulate the value proposition and resulting actions for enabling technological convergence. Early priorities will be telecoms, defence, space, AI, high performance computing and the semiconductor industries.    Expand the use of government procurement, including funding feasibility studies for companies to explore useful applications for public sector challenges. We will provide catalyst funding to enable this, under the next phase of the programme, and will kick-start this with an additional £15 million over the next two years.    Set up a Government User Group to identify where quantum technologies are likely to offer an advantage to the delivery of public services and other public good applications, ways to help enable technology development for public service delivery, and ways to upskill government to enable the successful exploration of potential use cases.     Goal 4: Create a national and international regulatory framework that supports innovation and the ethical use of quantum technologies, and protects UK capabilities and national security    Ensure that future UK regulation of quantum technologies supports innovation, business growth and the ethical use of quantum technologies across the UK economy.    Lead the way in trialling quantum technologies in the UK, establishing regulatory testbeds and sandboxes.    Lead the global definition of the risks and opportunities of quantum, and work with international partners to develop shared principles for the responsible and secure development and deployment of quantum.    Play a leading role, with like-minded partners, around the world, to shape international norms and standards relating to quantum including those developed by multilateral bodies.     Play an active role in the World Trade Organisation, the World Economic Forum, the G7, the G20, OECD, NATO, Council of Europe, Commonwealth and the UN, including utilising the UK seat on the International Telecommunications Union (ITU) to ensure that quantum regulation supports UK business and innovation, that the UK’s wider prosperity, security and defence interests are represented and that we continue to uphold the UK’s values including those on human rights.    Commission the Regulatory Horizons Council to undertake a regulatory review of Quantum Technology applications. This will lead to the development of a work programme to guide the evolution of proportionate and pro-innovation regulation for the sector.     Work with our trusted allies to continue to monitor and review the impacts of current controls on the sector and any future changes to regulation, including the NSI Act, export control regimes, working multilaterally to anticipate future impacts and ensure that regulation aligns with prosperity and security goals.     Provide guidance to quantum businesses and researchers on how to work safely with other and how protect their work and intellectual property, including against cyber threats.    Work through relevant global bodies to ensure that global quantum technical standards promote our prosperity and security interests, including accelerating commercialisation of quantum technologies and the supporting the sector here in the UK    Work with key partners (e.g. the British Standards Institute, the National Physical Laboratory and MOD) to scope and identify the best approach to coordinating national engagement in priority areas of quantum technical standards development."
1,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,NATIONAL STRATEGIC OVERVIEW FOR QUANTUM INFORMATION SCIENCE  Product of the  SUBCOMMITTEE ON QUANTUM INFORMATION SCIENCE
2,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"under the  COMMITTEE ON SCIENCE  of the  NATIONAL SCIENCE & TECHNOLOGY COUNCIL  SEPTEMBER 2018  Quantum information science: the next technological revolution  Quantum information science (QIS) applies the best understanding of the sub-atomic world—quantum theory—to generate new knowledge and technologies. Through developments in QIS, the United States can improve its industrial base, create jobs, and provide economic and national security benefits. Prior examples of QIS-related technologies include semiconductor microelectronics, photonics, the global positioning system (GPS), and magnetic resonance imaging (MRI). These underpin significant parts of the national economic and defense infrastructure. Future scientific and technological discoveries from QIS may be even more impactful. Long-running U.S. Government investments in QIS and more recent industry involvement have transformed this scientific field into a nascent pillar of the American research and development enterprise. The Trump administration is committed to maintaining and expanding American leadership in QIS to enable future long-term benefits from, and protection of, the science and technology created through this research. Based on the collective input of all the Government agencies invested or interested in QIS, this document presents a national strategic approach to achieving this goal.  Specifically, the United States will create a visible, systematic, national approach to quantum information research and development, organized under a single brand and coordinated by the National Science and Technology Council’s (NSTC) Subcommittee on Quantum Information Science (SCQIS). These efforts will leverage existing programs and approaches, adapt to the changing and improving scientific and technical knowledge, reflect the best understanding of opportunities and challenges in QIS for the Nation, and take new steps where appropriate. The national effort will:    Focus on a science-first approach that aims to identify and solve Grand Challenges: problems whose solutions enable transformative scientific and industrial progress;"
3,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Build a quantum-smart and diverse workforce to meet the needs of a growing field;
4,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Encourage industry engagement, providing appropriate mechanisms for public-private partnerships;"
5,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Provide the key infrastructure and support needed to realize the scientific and technological opportunities;
6,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Drive economic growth;
7,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Maintain national security; and
8,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Continue to develop international collaboration and cooperation.
9,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"The key next step will be to develop agency-level plans that address the identified approaches and policy opportunities in the next section, which will be integrated into an overall strategic plan. This will enable new opportunities on a ten-year horizon, possibly including: the development of quantum processors which may enable limited computing applications; new sensors for biotechnology and defense; next-generation positioning, navigation, and timing systems for military and commercial applications; new approaches to understanding materials, chemistry, and even gravity through quantum information theory; novel algorithms for machine learning and optimization; and transformative cyber security systems including quantum-resistant cryptography in response to developments in QIS."
10,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"2 Summary of key policy opportunities  The policy opportunities identified in this strategic overview are summarized below. Following these recommendations, along with detailed planning and coordination made possible by the SCQIS as well as engagement with stakeholders, is crucial for the United States’ future success.  Choosing a science-first approach to QIS    Strengthen Federally-funded core research programs and use approaches ranging from distributed small grants to centers and consortia where appropriate, to support long-term QIS research"
11,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Foster dialogue and collaboration between quantum-focused researchers across disciplines, and engage the broader scientific community to highlight and share relevant scientific advances, and grow and coordinate the quantum research community"
12,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Establish and utilize a formal coordination body, such as the National Science and Technology Council Subcommittee on Quantum Information Science (SCQIS)"
13,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Focus on Grand Challenges as a mechanism for driving advancements in the science and technology of QIS, and encourage Federal agencies to identify, prioritize, and coordinate investment in both fundamental and applied challenges"
14,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"Creating a quantum-smart workforce for tomorrow    Encourage industry and academia to create convergent, trans-sector approaches for diverse workforce development to meet the Nation’s QIS needs"
15,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Use and enhance existing programs to increase the size of the QIS-ready workforce
16,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Encourage academia to consider quantum science and engineering as its own discipline, with needs for new faculty, programs, and initiatives at all levels"
17,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Address education in the area of quantum science at an early stage, including elementary, middle and high school levels"
18,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Reach out to broader audiences by working with involved agencies and industry to highlight their investments, along with novel or unconventional approaches like utilizing art, media, and engagement with cultural institutions"
19,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Encourage the QIS community to track and estimate the future workforce needs of quantum industry
20,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"Deepening engagement with quantum industry    Foster the formation of a U.S. Quantum Consortium with participants from industry, academia, and Government to forecast and establish consensus on needs and roadblocks, coordinate efforts in pre-competitive research, address intellectual property concerns, and streamline technology-transfer mechanisms"
21,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Increase investment in joint quantum technology research centers by partnerships between industry, academia, and Government to accelerate pre-competitive quantum research and development"
22,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Maintain awareness of how the quantum revolution may effect agency mission spaces and how agencies can nurture the adoption of quantum technologies within the Federal Government by cultivating potential end-user application spaces
23,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"Providing critical infrastructure    Identify critically needed infrastructure and encourage necessary investments by working with Government experts and stakeholders, as well as industry and academia."
24,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,  Encourage agencies to provide the QIS research community with increased access to existing and future facilities and supporting technologies
25,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Establish end-user testbed facilities along with training and engagement, thereby allowing Federal agencies and stakeholders to explore applications relevant to their respective missions"
26,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,"  Leverage existing infrastructure, including manufacturing facilities that can be repurposed and expanded, to rapidly advance quantum technology development"
27,4,USA,2018,NATIONAL STRATEGIC  OVERVIEW FOR QUANTUM  INFORMATION SCIENCE,Maintaining national security and economic growth    Maintain an understanding of the security implications of the changing science and technology landscape in QIS
