Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,NQS,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,NQS,REGI,not an actor,not an actor,1
CAN,NQS,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,NQS,SIF,not an actor,not an actor,1
CAN,NQS,Standards Council of Canada,not an actor,Government,1
CAN,NQS,Strategic Innovation Fund,not an actor,not an actor,1
CAN,NQS,The National Quantum Strategy,not an actor,not an actor,1
CAN,NQS,WD,not an actor,Government,1
CAN,NQS,Western Economic Diversification,not an actor,Government,1
CAN,NQS,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,NQS Secretariat,NRC,Government,Academia,1
CAN,NQS Secretariat,NSERC,Government,Government,1
CAN,NQS Secretariat,National Research Council of Canada,Government,Academia,1
CAN,NQS Secretariat,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,NQS Secretariat,New Frontiers in Research Fund,Government,not an actor,1
CAN,NQS Secretariat,Pacific Economic Development Canada,Government,Government,1
CAN,NQS Secretariat,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,NQS Secretariat,Prairies Economic Development Canada,Government,Government,1
CAN,NQS Secretariat,Quantum Committee,Government,not an actor,1
CAN,NQS Secretariat,STDP,Government,not an actor,1
CAN,NQS Secretariat,Space Technology Development Program,Government,not an actor,1
CAN,NQS Secretariat,University of Alberta,Government,Academia,1
CAN,NQS Secretariat,University of Calgary,Government,Academia,1
CAN,NQS Secretariat,University of Lethbridge,Government,Academia,1
CAN,NRC,NSERC,Academia,Government,1
CAN,NRC,National Research Council of Canada,Academia,Academia,1
CAN,NRC,Natural Sciences and Engineering Research Council of Canada,Academia,Government,1
CAN,NRC,New Frontiers in Research Fund,Academia,not an actor,1
CAN,NRC,Pacific Economic Development Canada,Academia,Government,1
CAN,NRC,Perimeter Institute for Theoretical Physics,Academia,Academia,1
CAN,NRC,Prairies Economic Development Canada,Academia,Government,1
CAN,NRC,Quantum Committee,Academia,not an actor,1
CAN,NRC,STDP,Academia,not an actor,1
CAN,NRC,Space Technology Development Program,Academia,not an actor,1
CAN,NRC,University of Alberta,Academia,Academia,1
CAN,NRC,University of Calgary,Academia,Academia,1
CAN,NRC,University of Lethbridge,Academia,Academia,1
CAN,NRC IRAP,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,NRC IRAP,NSF,Government,Government,1
CAN,NRC IRAP,National Science Foundation,Government,Government,1
CAN,NRC IRAP,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,NRC IRAP,National Security Review of Investments,Government,not an actor,1
CAN,NRC IRAP,Nord Quantique,Government,Industry,1
CAN,NRC IRAP,PSI Start program,Government,not an actor,1
CAN,NRC IRAP,PacifiCan,Government,Government,1
CAN,NRC IRAP,Perimeter,Government,Academia,1
CAN,NRC IRAP,PrairiesCan,Government,Government,1
CAN,NRC IRAP,Public Service Commission of Canada,Government,Government,1
CAN,NRC IRAP,QEYSSat,Government,not an actor,1
CAN,NRC IRAP,Quantum Algorithms Institute,Government,Civil Society,1
CAN,NRC IRAP,Quantum Computing,Government,not an actor,1
CAN,NRC IRAP,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,NRC IRAP,REGI,Government,not an actor,1
CAN,NRC IRAP,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,NRC IRAP,SIF,Government,not an actor,1
CAN,NRC IRAP,Standards Council of Canada,Government,Government,1
CAN,NRC IRAP,Strategic Innovation Fund,Government,not an actor,1
CAN,NRC IRAP,The National Quantum Strategy,Government,not an actor,1
CAN,NRC IRAP,WD,Government,Government,1
CAN,NRC IRAP,Western Economic Diversification,Government,Government,1
CAN,NRC IRAP,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,NRC’s Industrial Research Assistance Program,NSF,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,National Science Foundation,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,National Security Review of Investments,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,Nord Quantique,Government,Industry,1
CAN,NRC’s Industrial Research Assistance Program,PSI Start program,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,PacifiCan,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,Perimeter,Government,Academia,1
CAN,NRC’s Industrial Research Assistance Program,PrairiesCan,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,Public Service Commission of Canada,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,QEYSSat,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,Quantum Algorithms Institute,Government,Civil Society,1
CAN,NRC’s Industrial Research Assistance Program,Quantum Computing,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,REGI,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,SIF,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,Standards Council of Canada,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,Strategic Innovation Fund,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,The National Quantum Strategy,Government,not an actor,1
CAN,NRC’s Industrial Research Assistance Program,WD,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,Western Economic Diversification,Government,Government,1
CAN,NRC’s Industrial Research Assistance Program,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,NSERC,National Research Council of Canada,Government,Academia,1
CAN,NSERC,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,NSERC,New Frontiers in Research Fund,Government,not an actor,1
CAN,NSERC,Pacific Economic Development Canada,Government,Government,1
CAN,NSERC,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,NSERC,Prairies Economic Development Canada,Government,Government,1
CAN,NSERC,Quantum Committee,Government,not an actor,1
CAN,NSERC,STDP,Government,not an actor,1
CAN,NSERC,Space Technology Development Program,Government,not an actor,1
CAN,NSERC,University of Alberta,Government,Academia,1
CAN,NSERC,University of Calgary,Government,Academia,1
CAN,NSERC,University of Lethbridge,Government,Academia,1
CAN,NSERC CREATE,National Quantum Strategy,not an actor,not an actor,1
CAN,NSERC CREATE,PTs,not an actor,not an actor,1
CAN,NSERC CREATE,PennyLane,not an actor,not an actor,1
CAN,NSERC CREATE,Perimeter Institute,not an actor,Academia,1
CAN,NSERC CREATE,Quantum Advisory Council,not an actor,Government,1
CAN,NSERC CREATE,Quantum Industry Canada,not an actor,Civil Society,1
CAN,NSERC CREATE,Quantum Technologies Competition,not an actor,not an actor,1
CAN,NSERC CREATE,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,NSERC CREATE,Regional Business Network,not an actor,not specified,1
CAN,NSERC CREATE,S&T,not an actor,not an actor,1
CAN,NSERC CREATE,S&T Strategy,not an actor,not an actor,1
CAN,NSERC CREATE,SSHRC,not an actor,Government,1
CAN,NSERC CREATE,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,NSERC CREATE,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,NSERC CREATE,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,NSERC CREATE,Statistics Canada,not an actor,Government,1
CAN,NSERC CREATE,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,NSERC CREATE,TCS,not an actor,Government,1
CAN,NSERC CREATE,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,NSERC CREATE,Trade Commissioner Service,not an actor,Government,1
CAN,NSERC CREATE,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,NSERC CREATE,U.S. National Science Foundation,not an actor,Government,1
CAN,NSERC CREATE,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,NSERC CREATE,UKRI,not an actor,Government,1
CAN,NSERC CREATE,University of Waterloo,not an actor,Academia,1
CAN,NSERC CREATE,Université de Sherbrooke,not an actor,Academia,1
CAN,NSERC CREATE,World Economic Forum,not an actor,Civil Society,1
CAN,NSERC CREATE,Xanadu,not an actor,Industry,1
CAN,NSF,National Science Foundation,Government,Government,1
CAN,NSF,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,NSF,National Security Review of Investments,Government,not an actor,1
CAN,NSF,Nord Quantique,Government,Industry,1
CAN,NSF,PSI Start program,Government,not an actor,1
CAN,NSF,PacifiCan,Government,Government,1
CAN,NSF,Perimeter,Government,Academia,1
CAN,NSF,PrairiesCan,Government,Government,1
CAN,NSF,Public Service Commission of Canada,Government,Government,1
CAN,NSF,QEYSSat,Government,not an actor,1
CAN,NSF,Quantum Algorithms Institute,Government,Civil Society,1
CAN,NSF,Quantum Computing,Government,not an actor,1
CAN,NSF,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,NSF,REGI,Government,not an actor,1
CAN,NSF,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,NSF,SIF,Government,not an actor,1
CAN,NSF,Standards Council of Canada,Government,Government,1
CAN,NSF,Strategic Innovation Fund,Government,not an actor,1
CAN,NSF,The National Quantum Strategy,Government,not an actor,1
CAN,NSF,WD,Government,Government,1
CAN,NSF,Western Economic Diversification,Government,Government,1
CAN,NSF,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,National Quantum Strategy,PTs,not an actor,not an actor,1
CAN,National Quantum Strategy,PennyLane,not an actor,not an actor,1
CAN,National Quantum Strategy,Perimeter Institute,not an actor,Academia,1
CAN,National Quantum Strategy,Quantum Advisory Council,not an actor,Government,1
CAN,National Quantum Strategy,Quantum Industry Canada,not an actor,Civil Society,1
CAN,National Quantum Strategy,Quantum Technologies Competition,not an actor,not an actor,1
CAN,National Quantum Strategy,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,National Quantum Strategy,Regional Business Network,not an actor,not specified,1
CAN,National Quantum Strategy,S&T,not an actor,not an actor,1
CAN,National Quantum Strategy,S&T Strategy,not an actor,not an actor,1
CAN,National Quantum Strategy,SSHRC,not an actor,Government,1
CAN,National Quantum Strategy,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,National Quantum Strategy,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,National Quantum Strategy,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,National Quantum Strategy,Statistics Canada,not an actor,Government,1
CAN,National Quantum Strategy,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,National Quantum Strategy,TCS,not an actor,Government,1
CAN,National Quantum Strategy,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,National Quantum Strategy,Trade Commissioner Service,not an actor,Government,1
CAN,National Quantum Strategy,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,National Quantum Strategy,U.S. National Science Foundation,not an actor,Government,1
CAN,National Quantum Strategy,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,National Quantum Strategy,UKRI,not an actor,Government,1
CAN,National Quantum Strategy,University of Waterloo,not an actor,Academia,1
CAN,National Quantum Strategy,Université de Sherbrooke,not an actor,Academia,1
CAN,National Quantum Strategy,World Economic Forum,not an actor,Civil Society,1
CAN,National Quantum Strategy,Xanadu,not an actor,Industry,1
CAN,National Research Council of Canada,Natural Sciences and Engineering Research Council of Canada,Academia,Government,1
CAN,National Research Council of Canada,New Frontiers in Research Fund,Academia,not an actor,1
CAN,National Research Council of Canada,Pacific Economic Development Canada,Academia,Government,1
CAN,National Research Council of Canada,Perimeter Institute for Theoretical Physics,Academia,Academia,1
CAN,National Research Council of Canada,Prairies Economic Development Canada,Academia,Government,1
CAN,National Research Council of Canada,Quantum Committee,Academia,not an actor,1
CAN,National Research Council of Canada,STDP,Academia,not an actor,1
CAN,National Research Council of Canada,Space Technology Development Program,Academia,not an actor,1
CAN,National Research Council of Canada,University of Alberta,Academia,Academia,1
CAN,National Research Council of Canada,University of Calgary,Academia,Academia,1
CAN,National Research Council of Canada,University of Lethbridge,Academia,Academia,1
CAN,National Science Foundation,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,National Science Foundation,National Security Review of Investments,Government,not an actor,1
CAN,National Science Foundation,Nord Quantique,Government,Industry,1
CAN,National Science Foundation,PSI Start program,Government,not an actor,1
CAN,National Science Foundation,PacifiCan,Government,Government,1
CAN,National Science Foundation,Perimeter,Government,Academia,1
CAN,National Science Foundation,PrairiesCan,Government,Government,1
CAN,National Science Foundation,Public Service Commission of Canada,Government,Government,1
CAN,National Science Foundation,QEYSSat,Government,not an actor,1
CAN,National Science Foundation,Quantum Algorithms Institute,Government,Civil Society,1
CAN,National Science Foundation,Quantum Computing,Government,not an actor,1
CAN,National Science Foundation,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,National Science Foundation,REGI,Government,not an actor,1
CAN,National Science Foundation,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,National Science Foundation,SIF,Government,not an actor,1
CAN,National Science Foundation,Standards Council of Canada,Government,Government,1
CAN,National Science Foundation,Strategic Innovation Fund,Government,not an actor,1
CAN,National Science Foundation,The National Quantum Strategy,Government,not an actor,1
CAN,National Science Foundation,WD,Government,Government,1
CAN,National Science Foundation,Western Economic Diversification,Government,Government,1
CAN,National Science Foundation,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,National Security Guidelines for Research Partnerships,National Security Review of Investments,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,Nord Quantique,not an actor,Industry,1
CAN,National Security Guidelines for Research Partnerships,PSI Start program,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,PacifiCan,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,Perimeter,not an actor,Academia,1
CAN,National Security Guidelines for Research Partnerships,PrairiesCan,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,Public Service Commission of Canada,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,QEYSSat,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,National Security Guidelines for Research Partnerships,Quantum Computing,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,REGI,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,SIF,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,Standards Council of Canada,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,Strategic Innovation Fund,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,The National Quantum Strategy,not an actor,not an actor,1
CAN,National Security Guidelines for Research Partnerships,WD,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,Western Economic Diversification,not an actor,Government,1
CAN,National Security Guidelines for Research Partnerships,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,National Security Review of Investments,Nord Quantique,not an actor,Industry,1
CAN,National Security Review of Investments,PSI Start program,not an actor,not an actor,1
CAN,National Security Review of Investments,PacifiCan,not an actor,Government,1
CAN,National Security Review of Investments,Perimeter,not an actor,Academia,1
CAN,National Security Review of Investments,PrairiesCan,not an actor,Government,1
CAN,National Security Review of Investments,Public Service Commission of Canada,not an actor,Government,1
CAN,National Security Review of Investments,QEYSSat,not an actor,not an actor,1
CAN,National Security Review of Investments,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,National Security Review of Investments,Quantum Computing,not an actor,not an actor,1
CAN,National Security Review of Investments,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,National Security Review of Investments,REGI,not an actor,not an actor,1
CAN,National Security Review of Investments,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,National Security Review of Investments,SIF,not an actor,not an actor,1
CAN,National Security Review of Investments,Standards Council of Canada,not an actor,Government,1
CAN,National Security Review of Investments,Strategic Innovation Fund,not an actor,not an actor,1
CAN,National Security Review of Investments,The National Quantum Strategy,not an actor,not an actor,1
CAN,National Security Review of Investments,WD,not an actor,Government,1
CAN,National Security Review of Investments,Western Economic Diversification,not an actor,Government,1
CAN,National Security Review of Investments,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Natural Sciences and Engineering Research Council of Canada,New Frontiers in Research Fund,Government,not an actor,1
CAN,Natural Sciences and Engineering Research Council of Canada,Pacific Economic Development Canada,Government,Government,1
CAN,Natural Sciences and Engineering Research Council of Canada,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Natural Sciences and Engineering Research Council of Canada,Prairies Economic Development Canada,Government,Government,1
CAN,Natural Sciences and Engineering Research Council of Canada,Quantum Committee,Government,not an actor,1
CAN,Natural Sciences and Engineering Research Council of Canada,STDP,Government,not an actor,1
CAN,Natural Sciences and Engineering Research Council of Canada,Space Technology Development Program,Government,not an actor,1
CAN,Natural Sciences and Engineering Research Council of Canada,University of Alberta,Government,Academia,1
CAN,Natural Sciences and Engineering Research Council of Canada,University of Calgary,Government,Academia,1
CAN,Natural Sciences and Engineering Research Council of Canada,University of Lethbridge,Government,Academia,1
CAN,New Frontiers in Research Fund,Pacific Economic Development Canada,not an actor,Government,1
CAN,New Frontiers in Research Fund,Perimeter Institute for Theoretical Physics,not an actor,Academia,1
CAN,New Frontiers in Research Fund,Prairies Economic Development Canada,not an actor,Government,1
CAN,New Frontiers in Research Fund,Quantum Committee,not an actor,not an actor,1
CAN,New Frontiers in Research Fund,STDP,not an actor,not an actor,1
CAN,New Frontiers in Research Fund,Space Technology Development Program,not an actor,not an actor,1
CAN,New Frontiers in Research Fund,University of Alberta,not an actor,Academia,1
CAN,New Frontiers in Research Fund,University of Calgary,not an actor,Academia,1
CAN,New Frontiers in Research Fund,University of Lethbridge,not an actor,Academia,1
CAN,Nord Quantique,PSI Start program,Industry,not an actor,1
CAN,Nord Quantique,PacifiCan,Industry,Government,1
CAN,Nord Quantique,Perimeter,Industry,Academia,1
CAN,Nord Quantique,PrairiesCan,Industry,Government,1
CAN,Nord Quantique,Public Service Commission of Canada,Industry,Government,1
CAN,Nord Quantique,QEYSSat,Industry,not an actor,1
CAN,Nord Quantique,Quantum Algorithms Institute,Industry,Civil Society,1
CAN,Nord Quantique,Quantum Computing,Industry,not an actor,1
CAN,Nord Quantique,Quantum Encryption and Science Satellite,Industry,not an actor,1
CAN,Nord Quantique,REGI,Industry,not an actor,1
CAN,Nord Quantique,Regional Economic Growth through Innovation program,Industry,not an actor,1
CAN,Nord Quantique,SIF,Industry,not an actor,1
CAN,Nord Quantique,Standards Council of Canada,Industry,Government,1
CAN,Nord Quantique,Strategic Innovation Fund,Industry,not an actor,1
CAN,Nord Quantique,The National Quantum Strategy,Industry,not an actor,1
CAN,Nord Quantique,WD,Industry,Government,1
CAN,Nord Quantique,Western Economic Diversification,Industry,Government,1
CAN,Nord Quantique,pillar RESEARCH PILLAR Research,Industry,not specified,1
CAN,PSI Start program,PacifiCan,not an actor,Government,1
CAN,PSI Start program,Perimeter,not an actor,Academia,1
CAN,PSI Start program,PrairiesCan,not an actor,Government,1
CAN,PSI Start program,Public Service Commission of Canada,not an actor,Government,1
CAN,PSI Start program,QEYSSat,not an actor,not an actor,1
CAN,PSI Start program,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,PSI Start program,Quantum Computing,not an actor,not an actor,1
CAN,PSI Start program,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,PSI Start program,REGI,not an actor,not an actor,1
CAN,PSI Start program,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,PSI Start program,SIF,not an actor,not an actor,1
CAN,PSI Start program,Standards Council of Canada,not an actor,Government,1
CAN,PSI Start program,Strategic Innovation Fund,not an actor,not an actor,1
CAN,PSI Start program,The National Quantum Strategy,not an actor,not an actor,1
CAN,PSI Start program,WD,not an actor,Government,1
CAN,PSI Start program,Western Economic Diversification,not an actor,Government,1
CAN,PSI Start program,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,PTs,PennyLane,not an actor,not an actor,1
CAN,PTs,Perimeter Institute,not an actor,Academia,1
CAN,PTs,Quantum Advisory Council,not an actor,Government,1
CAN,PTs,Quantum Industry Canada,not an actor,Civil Society,1
CAN,PTs,Quantum Technologies Competition,not an actor,not an actor,1
CAN,PTs,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,PTs,Regional Business Network,not an actor,not specified,1
CAN,PTs,S&T,not an actor,not an actor,1
CAN,PTs,S&T Strategy,not an actor,not an actor,1
CAN,PTs,SSHRC,not an actor,Government,1
CAN,PTs,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,PTs,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,PTs,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,PTs,Statistics Canada,not an actor,Government,1
CAN,PTs,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,PTs,TCS,not an actor,Government,1
CAN,PTs,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,PTs,Trade Commissioner Service,not an actor,Government,1
CAN,PTs,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,PTs,U.S. National Science Foundation,not an actor,Government,1
CAN,PTs,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,PTs,UKRI,not an actor,Government,1
CAN,PTs,University of Waterloo,not an actor,Academia,1
CAN,PTs,Université de Sherbrooke,not an actor,Academia,1
CAN,PTs,World Economic Forum,not an actor,Civil Society,1
CAN,PTs,Xanadu,not an actor,Industry,1
CAN,PacifiCan,Perimeter,Government,Academia,1
CAN,PacifiCan,PrairiesCan,Government,Government,1
CAN,PacifiCan,Public Service Commission of Canada,Government,Government,1
CAN,PacifiCan,QEYSSat,Government,not an actor,1
CAN,PacifiCan,Quantum Algorithms Institute,Government,Civil Society,1
CAN,PacifiCan,Quantum Computing,Government,not an actor,1
CAN,PacifiCan,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,PacifiCan,REGI,Government,not an actor,1
CAN,PacifiCan,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,PacifiCan,SIF,Government,not an actor,1
CAN,PacifiCan,Standards Council of Canada,Government,Government,1
CAN,PacifiCan,Strategic Innovation Fund,Government,not an actor,1
CAN,PacifiCan,The National Quantum Strategy,Government,not an actor,1
CAN,PacifiCan,WD,Government,Government,1
CAN,PacifiCan,Western Economic Diversification,Government,Government,1
CAN,PacifiCan,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Pacific Economic Development Canada,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Pacific Economic Development Canada,Prairies Economic Development Canada,Government,Government,1
CAN,Pacific Economic Development Canada,Quantum Committee,Government,not an actor,1
CAN,Pacific Economic Development Canada,STDP,Government,not an actor,1
CAN,Pacific Economic Development Canada,Space Technology Development Program,Government,not an actor,1
CAN,Pacific Economic Development Canada,University of Alberta,Government,Academia,1
CAN,Pacific Economic Development Canada,University of Calgary,Government,Academia,1
CAN,Pacific Economic Development Canada,University of Lethbridge,Government,Academia,1
CAN,PennyLane,Perimeter Institute,not an actor,Academia,1
CAN,PennyLane,Quantum Advisory Council,not an actor,Government,1
CAN,PennyLane,Quantum Industry Canada,not an actor,Civil Society,1
CAN,PennyLane,Quantum Technologies Competition,not an actor,not an actor,1
CAN,PennyLane,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,PennyLane,Regional Business Network,not an actor,not specified,1
CAN,PennyLane,S&T,not an actor,not an actor,1
CAN,PennyLane,S&T Strategy,not an actor,not an actor,1
CAN,PennyLane,SSHRC,not an actor,Government,1
CAN,PennyLane,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,PennyLane,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,PennyLane,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,PennyLane,Statistics Canada,not an actor,Government,1
CAN,PennyLane,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,PennyLane,TCS,not an actor,Government,1
CAN,PennyLane,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,PennyLane,Trade Commissioner Service,not an actor,Government,1
CAN,PennyLane,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,PennyLane,U.S. National Science Foundation,not an actor,Government,1
CAN,PennyLane,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,PennyLane,UKRI,not an actor,Government,1
CAN,PennyLane,University of Waterloo,not an actor,Academia,1
CAN,PennyLane,Université de Sherbrooke,not an actor,Academia,1
CAN,PennyLane,World Economic Forum,not an actor,Civil Society,1
CAN,PennyLane,Xanadu,not an actor,Industry,1
CAN,Perimeter,PrairiesCan,Academia,Government,1
CAN,Perimeter,Public Service Commission of Canada,Academia,Government,1
CAN,Perimeter,QEYSSat,Academia,not an actor,1
CAN,Perimeter,Quantum Algorithms Institute,Academia,Civil Society,1
CAN,Perimeter,Quantum Computing,Academia,not an actor,1
CAN,Perimeter,Quantum Encryption and Science Satellite,Academia,not an actor,1
CAN,Perimeter,REGI,Academia,not an actor,1
CAN,Perimeter,Regional Economic Growth through Innovation program,Academia,not an actor,1
CAN,Perimeter,SIF,Academia,not an actor,1
CAN,Perimeter,Standards Council of Canada,Academia,Government,1
CAN,Perimeter,Strategic Innovation Fund,Academia,not an actor,1
CAN,Perimeter,The National Quantum Strategy,Academia,not an actor,1
CAN,Perimeter,WD,Academia,Government,1
CAN,Perimeter,Western Economic Diversification,Academia,Government,1
CAN,Perimeter,pillar RESEARCH PILLAR Research,Academia,not specified,1
CAN,Perimeter Institute,Quantum Advisory Council,Academia,Government,1
CAN,Perimeter Institute,Quantum Industry Canada,Academia,Civil Society,1
CAN,Perimeter Institute,Quantum Technologies Competition,Academia,not an actor,1
CAN,Perimeter Institute,Quantum Valley Ideas Lab,Academia,Civil Society,1
CAN,Perimeter Institute,Regional Business Network,Academia,not specified,1
CAN,Perimeter Institute,S&T,Academia,not an actor,1
CAN,Perimeter Institute,S&T Strategy,Academia,not an actor,1
CAN,Perimeter Institute,SSHRC,Academia,Government,1
CAN,Perimeter Institute,Secure Networks Challenge Program,Academia,not an actor,1
CAN,Perimeter Institute,Sherbrooke Quantum Innovation Zone,Academia,Civil Society,1
CAN,Perimeter Institute,Social Sciences and Humanities Research Council,Academia,Government,1
CAN,Perimeter Institute,Statistics Canada,Academia,Government,1
CAN,Perimeter Institute,Stewart Blusson Quantum Matter Institute,Academia,Academia,1
CAN,Perimeter Institute,TCS,Academia,Government,1
CAN,Perimeter Institute,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Academia,not an actor,1
CAN,Perimeter Institute,Trade Commissioner Service,Academia,Government,1
CAN,Perimeter Institute,Tri-Agency EDI Action Plan,Academia,not an actor,1
CAN,Perimeter Institute,U.S. National Science Foundation,Academia,Government,1
CAN,Perimeter Institute,UK Research and Innovation (UKRI),Academia,Government,1
CAN,Perimeter Institute,UKRI,Academia,Government,1
CAN,Perimeter Institute,University of Waterloo,Academia,Academia,1
CAN,Perimeter Institute,Université de Sherbrooke,Academia,Academia,1
CAN,Perimeter Institute,World Economic Forum,Academia,Civil Society,1
CAN,Perimeter Institute,Xanadu,Academia,Industry,1
CAN,Perimeter Institute for Theoretical Physics,Prairies Economic Development Canada,Academia,Government,1
CAN,Perimeter Institute for Theoretical Physics,Quantum Committee,Academia,not an actor,1
